region,destination,load_segment,time
CA,ESC,sprfl_mrnevn,2040,0.00
CA,ESC,sprfl_mrnevn,2045,0.00
CA,ESC,sprfl_mrnevn,2050,0.00
CA,ESC,sprfl_mrnevn,2075,0.00
CA,ESC,sprfl_night,2010,0.00
CA,ESC,sprfl_night,2015,0.00
CA,ESC,sprfl_night,2020,0.00
CA,ESC,sprfl_night,2025,0.00
CA,ESC,sprfl_night,2030,0.00
CA,ESC,sprfl_night,2035,0.00
CA,ESC,sprfl_night,2040,0.00
CA,ESC,sprfl_night,2045,0.00
CA,ESC,sprfl_night,2050,0.00
CA,ESC,sprfl_night,2075,0.00
CA,ESC,wntr_day,2010,0.00
CA,ESC,wntr_day,2015,0.00
CA,ESC,wntr_day,2020,0.00
CA,ESC,wntr_day,2025,0.00
CA,ESC,wntr_day,2030,0.00
CA,ESC,wntr_day,2035,0.00
CA,ESC,wntr_day,2040,0.00
CA,ESC,wntr_day,2045,0.00
CA,ESC,wntr_day,2050,0.00
CA,ESC,wntr_day,2075,0.00
CA,ESC,wntr_mrnevn,2010,0.00
CA,ESC,wntr_mrnevn,2015,0.00
CA,ESC,wntr_mrnevn,2020,0.00
CA,ESC,wntr_mrnevn,2025,0.00
CA,ESC,wntr_mrnevn,2030,0.00
CA,ESC,wntr_mrnevn,2035,0.00
CA,ESC,wntr_mrnevn,2040,0.00
CA,ESC,wntr_mrnevn,2045,0.00
CA,ESC,wntr_mrnevn,2050,0.00
CA,ESC,wntr_mrnevn,2075,0.00
CA,ESC,wntr_night,2010,0.00
CA,ESC,wntr_night,2015,0.00
CA,ESC,wntr_night,2020,0.00
CA,ESC,wntr_night,2025,0.00
CA,ESC,wntr_night,2030,0.00
CA,ESC,wntr_night,2035,0.00
CA,ESC,wntr_night,2040,0.00
CA,ESC,wntr_night,2045,0.00
CA,ESC,wntr_night,2050,0.00
CA,ESC,wntr_night,2075,0.00
CA,ESC,peak,2010,0.00
CA,ESC,peak,2015,0.00
CA,ESC,peak,2020,0.00
CA,ESC,peak,2025,0.00
CA,ESC,peak,2030,0.00
CA,ESC,peak,2035,0.00
CA,ESC,peak,2040,0.00
CA,ESC,peak,2045,0.00
CA,ESC,peak,2050,0.00
CA,ESC,peak,2075,0.00
CA,TX,sum_day,2010,0.00
CA,TX,sum_day,2015,0.00
CA,TX,sum_day,2020,0.00
CA,TX,sum_day,2025,0.00
CA,TX,sum_day,2030,0.00
CA,TX,sum_day,2035,0.00
CA,TX,sum_day,2040,0.00
CA,TX,sum_day,2045,0.00
CA,TX,sum_day,2050,0.00
CA,TX,sum_day,2075,0.00
CA,TX,sum_mrnevn,2010,0.00
CA,TX,sum_mrnevn,2015,0.00
CA,TX,sum_mrnevn,2020,0.00
CA,TX,sum_mrnevn,2025,0.00
CA,TX,sum_mrnevn,2030,0.00
CA,TX,sum_mrnevn,2035,0.00
CA,TX,sum_mrnevn,2040,0.00
CA,TX,sum_mrnevn,2045,0.00
CA,TX,sum_mrnevn,2050,0.00
CA,TX,sum_mrnevn,2075,0.00
CA,TX,sum_night,2010,0.00
CA,TX,sum_night,2015,0.00
CA,TX,sum_night,2020,0.00
CA,TX,sum_night,2025,0.00
CA,TX,sum_night,2030,0.00
CA,TX,sum_night,2035,0.00
CA,TX,sum_night,2040,0.00
CA,TX,sum_night,2045,0.00
CA,TX,sum_night,2050,0.00
CA,TX,sum_night,2075,0.00
CA,TX,sprfl_day,2010,0.00
CA,TX,sprfl_day,2015,0.00
CA,TX,sprfl_day,2020,0.00
CA,TX,sprfl_day,2025,0.00
CA,TX,sprfl_day,2030,0.00
CA,TX,sprfl_day,2035,0.00
CA,TX,sprfl_day,2040,0.00
CA,TX,sprfl_day,2045,0.00
CA,TX,sprfl_day,2050,0.00
CA,TX,sprfl_day,2075,0.00
CA,TX,sprfl_mrnevn,2010,0.00
CA,TX,sprfl_mrnevn,2015,0.00
CA,TX,sprfl_mrnevn,2020,0.00
CA,TX,sprfl_mrnevn,2025,0.00
CA,TX,sprfl_mrnevn,2030,0.00
CA,TX,sprfl_mrnevn,2035,0.00
CA,TX,sprfl_mrnevn,2040,0.00
CA,TX,sprfl_mrnevn,2045,0.00
CA,TX,sprfl_mrnevn,2050,0.00
CA,TX,sprfl_mrnevn,2075,0.00
CA,TX,sprfl_night,2010,0.00
CA,TX,sprfl_night,2015,0.00
CA,TX,sprfl_night,2020,0.00
CA,TX,sprfl_night,2025,0.00
CA,TX,sprfl_night,2030,0.00
CA,TX,sprfl_night,2035,0.00
CA,TX,sprfl_night,2040,0.00
CA,TX,sprfl_night,2045,0.00
CA,TX,sprfl_night,2050,0.00
CA,TX,sprfl_night,2075,0.00
CA,TX,wntr_day,2010,0.00
CA,TX,wntr_day,2015,0.00
CA,TX,wntr_day,2020,0.00
CA,TX,wntr_day,2025,0.00
CA,TX,wntr_day,2030,0.00
CA,TX,wntr_day,2035,0.00
CA,TX,wntr_day,2040,0.00
CA,TX,wntr_day,2045,0.00
CA,TX,wntr_day,2050,0.00
CA,TX,wntr_day,2075,0.00
CA,TX,wntr_mrnevn,2010,0.00
CA,TX,wntr_mrnevn,2015,0.00
CA,TX,wntr_mrnevn,2020,0.00
CA,TX,wntr_mrnevn,2025,0.00
CA,TX,wntr_mrnevn,2030,0.00
CA,TX,wntr_mrnevn,2035,0.00
CA,TX,wntr_mrnevn,2040,0.00
CA,TX,wntr_mrnevn,2045,0.00
CA,TX,wntr_mrnevn,2050,0.00
CA,TX,wntr_mrnevn,2075,0.00
CA,TX,wntr_night,2010,0.00
CA,TX,wntr_night,2015,0.00
CA,TX,wntr_night,2020,0.00
CA,TX,wntr_night,2025,0.00
CA,TX,wntr_night,2030,0.00
CA,TX,wntr_night,2035,0.00
CA,TX,wntr_night,2040,0.00
CA,TX,wntr_night,2045,0.00
CA,TX,wntr_night,2050,0.00
CA,TX,wntr_night,2075,0.00
CA,TX,peak,2010,0.00
CA,TX,peak,2015,0.00
CA,TX,peak,2020,0.00
CA,TX,peak,2025,0.00
CA,TX,peak,2030,0.00
CA,TX,peak,2035,0.00
CA,TX,peak,2040,0.00
CA,TX,peak,2045,0.00
CA,TX,peak,2050,0.00
CA,TX,peak,2075,0.00
CA,WSC,sum_day,2010,0.00
CA,WSC,sum_day,2015,0.00
CA,WSC,sum_day,2020,0.00
CA,WSC,sum_day,2025,0.00
CA,WSC,sum_day,2030,0.00
CA,WSC,sum_day,2035,0.00
CA,WSC,sum_day,2040,0.00
CA,WSC,sum_day,2045,0.00
CA,WSC,sum_day,2050,0.00
CA,WSC,sum_day,2075,0.00
CA,WSC,sum_mrnevn,2010,0.00
CA,WSC,sum_mrnevn,2015,0.00
CA,WSC,sum_mrnevn,2020,0.00
CA,WSC,sum_mrnevn,2025,0.00
CA,WSC,sum_mrnevn,2030,0.00
CA,WSC,sum_mrnevn,2035,0.00
CA,WSC,sum_mrnevn,2040,0.00
CA,WSC,sum_mrnevn,2045,0.00
CA,WSC,sum_mrnevn,2050,0.00
CA,WSC,sum_mrnevn,2075,0.00
CA,WSC,sum_night,2010,0.00
CA,WSC,sum_night,2015,0.00
CA,WSC,sum_night,2020,0.00
CA,WSC,sum_night,2025,0.00
CA,WSC,sum_night,2030,0.00
CA,WSC,sum_night,2035,0.00
CA,WSC,sum_night,2040,0.00
CA,WSC,sum_night,2045,0.00
CA,WSC,sum_night,2050,0.00
CA,WSC,sum_night,2075,0.00
CA,WSC,sprfl_day,2010,0.00
CA,WSC,sprfl_day,2015,0.00
CA,WSC,sprfl_day,2020,0.00
CA,WSC,sprfl_day,2025,0.00
CA,WSC,sprfl_day,2030,0.00
CA,WSC,sprfl_day,2035,0.00
CA,WSC,sprfl_day,2040,0.00
CA,WSC,sprfl_day,2045,0.00
CA,WSC,sprfl_day,2050,0.00
CA,WSC,sprfl_day,2075,0.00
CA,WSC,sprfl_mrnevn,2010,0.00
CA,WSC,sprfl_mrnevn,2015,0.00
CA,WSC,sprfl_mrnevn,2020,0.00
CA,WSC,sprfl_mrnevn,2025,0.00
CA,WSC,sprfl_mrnevn,2030,0.00
CA,WSC,sprfl_mrnevn,2035,0.00
CA,WSC,sprfl_mrnevn,2040,0.00
CA,WSC,sprfl_mrnevn,2045,0.00
CA,WSC,sprfl_mrnevn,2050,0.00
CA,WSC,sprfl_mrnevn,2075,0.00
CA,WSC,sprfl_night,2010,0.00
CA,WSC,sprfl_night,2015,0.00
CA,WSC,sprfl_night,2020,0.00
CA,WSC,sprfl_night,2025,0.00
CA,WSC,sprfl_night,2030,0.00
CA,WSC,sprfl_night,2035,0.00
CA,WSC,sprfl_night,2040,0.00
CA,WSC,sprfl_night,2045,0.00
CA,WSC,sprfl_night,2050,0.00
CA,WSC,sprfl_night,2075,0.00
CA,WSC,wntr_day,2010,0.00
CA,WSC,wntr_day,2015,0.00
CA,WSC,wntr_day,2020,0.00
CA,WSC,wntr_day,2025,0.00
CA,WSC,wntr_day,2030,0.00
CA,WSC,wntr_day,2035,0.00
CA,WSC,wntr_day,2040,0.00
CA,WSC,wntr_day,2045,0.00
CA,WSC,wntr_day,2050,0.00
CA,WSC,wntr_day,2075,0.00
CA,WSC,wntr_mrnevn,2010,0.00
CA,WSC,wntr_mrnevn,2015,0.00
CA,WSC,wntr_mrnevn,2020,0.00
CA,WSC,wntr_mrnevn,2025,0.00
CA,WSC,wntr_mrnevn,2030,0.00
CA,WSC,wntr_mrnevn,2035,0.00
CA,WSC,wntr_mrnevn,2040,0.00
CA,WSC,wntr_mrnevn,2045,0.00
CA,WSC,wntr_mrnevn,2050,0.00
CA,WSC,wntr_mrnevn,2075,0.00
CA,WSC,wntr_night,2010,0.00
CA,WSC,wntr_night,2015,0.00
CA,WSC,wntr_night,2020,0.00
CA,WSC,wntr_night,2025,0.00
CA,WSC,wntr_night,2030,0.00
CA,WSC,wntr_night,2035,0.00
CA,WSC,wntr_night,2040,0.00
CA,WSC,wntr_night,2045,0.00
CA,WSC,wntr_night,2050,0.00
CA,WSC,wntr_night,2075,0.00
CA,WSC,peak,2010,0.00
CA,WSC,peak,2015,0.00
CA,WSC,peak,2020,0.00
CA,WSC,peak,2025,0.00
CA,WSC,peak,2030,0.00
CA,WSC,peak,2035,0.00
CA,WSC,peak,2040,0.00
CA,WSC,peak,2045,0.00
CA,WSC,peak,2050,0.00
CA,WSC,peak,2075,0.00
CA,MTN,sum_day,2010,17.54
CA,MTN,sum_day,2015,17.54
CA,MTN,sum_day,2020,17.54
CA,MTN,sum_day,2025,17.54
CA,MTN,sum_day,2030,17.54
CA,MTN,sum_day,2035,10.26
CA,MTN,sum_day,2040,8.17
CA,MTN,sum_day,2045,1.31
CA,MTN,sum_day,2050,0.00
CA,MTN,sum_day,2075,0.00
CA,MTN,sum_mrnevn,2010,11.48
CA,MTN,sum_mrnevn,2015,7.05
CA,MTN,sum_mrnevn,2020,9.43
CA,MTN,sum_mrnevn,2025,9.88
CA,MTN,sum_mrnevn,2030,6.68
CA,MTN,sum_mrnevn,2035,3.35
CA,MTN,sum_mrnevn,2040,13.44
CA,MTN,sum_mrnevn,2045,10.47
CA,MTN,sum_mrnevn,2050,8.91
CA,MTN,sum_mrnevn,2075,0.00
CA,MTN,sum_night,2010,8.41
CA,MTN,sum_night,2015,8.41
CA,MTN,sum_night,2020,8.41
CA,MTN,sum_night,2025,6.14
CA,MTN,sum_night,2030,6.50
CA,MTN,sum_night,2035,5.03
CA,MTN,sum_night,2040,8.41
CA,MTN,sum_night,2045,8.41
CA,MTN,sum_night,2050,8.41
CA,MTN,sum_night,2075,6.03
CA,MTN,sprfl_day,2010,8.00
CA,MTN,sprfl_day,2015,6.73
CA,MTN,sprfl_day,2020,7.90
CA,MTN,sprfl_day,2025,8.00
CA,MTN,sprfl_day,2030,6.95
CA,MTN,sprfl_day,2035,2.56
CA,MTN,sprfl_day,2040,7.92
CA,MTN,sprfl_day,2045,5.75
CA,MTN,sprfl_day,2050,1.78
CA,MTN,sprfl_day,2075,0.02
CA,MTN,sprfl_mrnevn,2010,9.17
CA,MTN,sprfl_mrnevn,2015,7.09
CA,MTN,sprfl_mrnevn,2020,10.84
CA,MTN,sprfl_mrnevn,2025,8.33
CA,MTN,sprfl_mrnevn,2030,6.91
CA,MTN,sprfl_mrnevn,2035,8.66
CA,MTN,sprfl_mrnevn,2040,11.00
CA,MTN,sprfl_mrnevn,2045,10.33
CA,MTN,sprfl_mrnevn,2050,9.72
CA,MTN,sprfl_mrnevn,2075,0.00
CA,MTN,sprfl_night,2010,5.00
CA,MTN,sprfl_night,2015,5.00
CA,MTN,sprfl_night,2020,5.00
CA,MTN,sprfl_night,2025,5.00
CA,MTN,sprfl_night,2030,5.00
CA,MTN,sprfl_night,2035,2.90
CA,MTN,sprfl_night,2040,5.00
CA,MTN,sprfl_night,2045,5.00
CA,MTN,sprfl_night,2050,5.00
CA,MTN,sprfl_night,2075,4.91
CA,MTN,wntr_day,2010,10.64
CA,MTN,wntr_day,2015,9.10
CA,MTN,wntr_day,2020,10.23
CA,MTN,wntr_day,2025,10.64
CA,MTN,wntr_day,2030,10.37
CA,MTN,wntr_day,2035,4.67
CA,MTN,wntr_day,2040,10.59
CA,MTN,wntr_day,2045,7.58
CA,MTN,wntr_day,2050,2.17
CA,MTN,wntr_day,2075,0.01
CA,MTN,wntr_mrnevn,2010,13.68
CA,MTN,wntr_mrnevn,2015,10.72
CA,MTN,wntr_mrnevn,2020,11.80
CA,MTN,wntr_mrnevn,2025,13.47
CA,MTN,wntr_mrnevn,2030,11.01
CA,MTN,wntr_mrnevn,2035,8.80
CA,MTN,wntr_mrnevn,2040,14.63
CA,MTN,wntr_mrnevn,2045,14.63
CA,MTN,wntr_mrnevn,2050,12.74
CA,MTN,wntr_mrnevn,2075,0.00
CA,MTN,wntr_night,2010,6.65
CA,MTN,wntr_night,2015,6.08
CA,MTN,wntr_night,2020,6.65
CA,MTN,wntr_night,2025,5.66
CA,MTN,wntr_night,2030,6.03
CA,MTN,wntr_night,2035,5.32
CA,MTN,wntr_night,2040,6.65
CA,MTN,wntr_night,2045,6.65
CA,MTN,wntr_night,2050,6.65
CA,MTN,wntr_night,2075,6.02
CA,MTN,peak,2010,0.97
CA,MTN,peak,2015,0.97
CA,MTN,peak,2020,0.97
CA,MTN,peak,2025,0.97
CA,MTN,peak,2030,0.77
CA,MTN,peak,2035,0.46
CA,MTN,peak,2040,0.97
CA,MTN,peak,2045,0.56
CA,MTN,peak,2050,0.00
CA,MTN,peak,2075,0.00
CA,CA,sum_day,2010,0.00
CA,CA,sum_day,2015,0.00
CA,CA,sum_day,2020,0.00
CA,CA,sum_day,2025,0.00
CA,CA,sum_day,2030,0.00
CA,CA,sum_day,2035,0.00
CA,CA,sum_day,2040,0.00
CA,CA,sum_day,2045,0.00
CA,CA,sum_day,2050,0.00
CA,CA,sum_day,2075,0.00
CA,CA,sum_mrnevn,2010,0.00
CA,CA,sum_mrnevn,2015,0.00
CA,CA,sum_mrnevn,2020,0.00
CA,CA,sum_mrnevn,2025,0.00
CA,CA,sum_mrnevn,2030,0.00
CA,CA,sum_mrnevn,2035,0.00
CA,CA,sum_mrnevn,2040,0.00
CA,CA,sum_mrnevn,2045,0.00
CA,CA,sum_mrnevn,2050,0.00
CA,CA,sum_mrnevn,2075,0.00
CA,CA,sum_night,2010,0.00
CA,CA,sum_night,2015,0.00
CA,CA,sum_night,2020,0.00
CA,CA,sum_night,2025,0.00
CA,CA,sum_night,2030,0.00
CA,CA,sum_night,2035,0.00
CA,CA,sum_night,2040,0.00
CA,CA,sum_night,2045,0.00
CA,CA,sum_night,2050,0.00
CA,CA,sum_night,2075,0.00
CA,CA,sprfl_day,2010,0.00
CA,CA,sprfl_day,2015,0.00
CA,CA,sprfl_day,2020,0.00
CA,CA,sprfl_day,2025,0.00
CA,CA,sprfl_day,2030,0.00
CA,CA,sprfl_day,2035,0.00
CA,CA,sprfl_day,2040,0.00
CA,CA,sprfl_day,2045,0.00
CA,CA,sprfl_day,2050,0.00
CA,CA,sprfl_day,2075,0.00
CA,CA,sprfl_mrnevn,2010,0.00
CA,CA,sprfl_mrnevn,2015,0.00
CA,CA,sprfl_mrnevn,2020,0.00
CA,CA,sprfl_mrnevn,2025,0.00
CA,CA,sprfl_mrnevn,2030,0.00
CA,CA,sprfl_mrnevn,2035,0.00
CA,CA,sprfl_mrnevn,2040,0.00
CA,CA,sprfl_mrnevn,2045,0.00
CA,CA,sprfl_mrnevn,2050,0.00
CA,CA,sprfl_mrnevn,2075,0.00
CA,CA,sprfl_night,2010,0.00
CA,CA,sprfl_night,2015,0.00
CA,CA,sprfl_night,2020,0.00
CA,CA,sprfl_night,2025,0.00
CA,CA,sprfl_night,2030,0.00
CA,CA,sprfl_night,2035,0.00
CA,CA,sprfl_night,2040,0.00
CA,CA,sprfl_night,2045,0.00
CA,CA,sprfl_night,2050,0.00
CA,CA,sprfl_night,2075,0.00
CA,CA,wntr_day,2010,0.00
CA,CA,wntr_day,2015,0.00
CA,CA,wntr_day,2020,0.00
CA,CA,wntr_day,2025,0.00
CA,CA,wntr_day,2030,0.00
CA,CA,wntr_day,2035,0.00
CA,CA,wntr_day,2040,0.00
CA,CA,wntr_day,2045,0.00
CA,CA,wntr_day,2050,0.00
CA,CA,wntr_day,2075,0.00
CA,CA,wntr_mrnevn,2010,0.00
CA,CA,wntr_mrnevn,2015,0.00
CA,CA,wntr_mrnevn,2020,0.00
CA,CA,wntr_mrnevn,2025,0.00
CA,CA,wntr_mrnevn,2030,0.00
CA,CA,wntr_mrnevn,2035,0.00
CA,CA,wntr_mrnevn,2040,0.00
CA,CA,wntr_mrnevn,2045,0.00
CA,CA,wntr_mrnevn,2050,0.00
CA,CA,wntr_mrnevn,2075,0.00
CA,CA,wntr_night,2010,0.00
CA,CA,wntr_night,2015,0.00
CA,CA,wntr_night,2020,0.00
CA,CA,wntr_night,2025,0.00
CA,CA,wntr_night,2030,0.00
CA,CA,wntr_night,2035,0.00
CA,CA,wntr_night,2040,0.00
CA,CA,wntr_night,2045,0.00
CA,CA,wntr_night,2050,0.00
CA,CA,wntr_night,2075,0.00
CA,CA,peak,2010,0.00
CA,CA,peak,2015,0.00
CA,CA,peak,2020,0.00
CA,CA,peak,2025,0.00
CA,CA,peak,2030,0.00
CA,CA,peak,2035,0.00
CA,CA,peak,2040,0.00
CA,CA,peak,2045,0.00
CA,CA,peak,2050,0.00
CA,CA,peak,2075,0.00
CA,PAC,sum_day,2010,1.34
CA,PAC,sum_day,2015,2.87
CA,PAC,sum_day,2020,2.76
CA,PAC,sum_day,2025,3.83
CA,PAC,sum_day,2030,5.29
CA,PAC,sum_day,2035,10.44
CA,PAC,sum_day,2040,10.44
CA,PAC,sum_day,2045,4.37
CA,PAC,sum_day,2050,0.00
CA,PAC,sum_day,2075,0.02
CA,PAC,sum_mrnevn,2010,0.61
CA,PAC,sum_mrnevn,2015,2.79
CA,PAC,sum_mrnevn,2020,1.55
CA,PAC,sum_mrnevn,2025,2.74
CA,PAC,sum_mrnevn,2030,5.69
CA,PAC,sum_mrnevn,2035,6.51
CA,PAC,sum_mrnevn,2040,7.41
CA,PAC,sum_mrnevn,2045,5.77
CA,PAC,sum_mrnevn,2050,4.30
CA,PAC,sum_mrnevn,2075,0.00
CA,PAC,sum_night,2010,0.93
CA,PAC,sum_night,2015,1.15
CA,PAC,sum_night,2020,0.39
CA,PAC,sum_night,2025,1.15
CA,PAC,sum_night,2030,2.98
CA,PAC,sum_night,2035,5.00
CA,PAC,sum_night,2040,5.00
CA,PAC,sum_night,2045,3.41
CA,PAC,sum_night,2050,3.71
CA,PAC,sum_night,2075,4.76
CA,PAC,sprfl_day,2010,0.53
CA,PAC,sprfl_day,2015,0.53
CA,PAC,sprfl_day,2020,0.00
CA,PAC,sprfl_day,2025,0.86
CA,PAC,sprfl_day,2030,1.77
CA,PAC,sprfl_day,2035,3.73
CA,PAC,sprfl_day,2040,1.48
CA,PAC,sprfl_day,2045,0.47
CA,PAC,sprfl_day,2050,0.00
CA,PAC,sprfl_day,2075,0.02
CA,PAC,sprfl_mrnevn,2010,0.00
CA,PAC,sprfl_mrnevn,2015,0.40
CA,PAC,sprfl_mrnevn,2020,0.00
CA,PAC,sprfl_mrnevn,2025,1.18
CA,PAC,sprfl_mrnevn,2030,2.39
CA,PAC,sprfl_mrnevn,2035,2.72
CA,PAC,sprfl_mrnevn,2040,4.67
CA,PAC,sprfl_mrnevn,2045,1.87
CA,PAC,sprfl_mrnevn,2050,0.39
CA,PAC,sprfl_mrnevn,2075,0.00
CA,PAC,sprfl_night,2010,0.19
CA,PAC,sprfl_night,2015,0.41
CA,PAC,sprfl_night,2020,0.40
CA,PAC,sprfl_night,2025,0.26
CA,PAC,sprfl_night,2030,1.98
CA,PAC,sprfl_night,2035,2.54
CA,PAC,sprfl_night,2040,2.48
CA,PAC,sprfl_night,2045,1.07
CA,PAC,sprfl_night,2050,1.59
CA,PAC,sprfl_night,2075,1.89
CA,PAC,wntr_day,2010,0.00
CA,PAC,wntr_day,2015,0.00
CA,PAC,wntr_day,2020,0.00
CA,PAC,wntr_day,2025,0.44
CA,PAC,wntr_day,2030,0.64
CA,PAC,wntr_day,2035,3.06
CA,PAC,wntr_day,2040,0.10
CA,PAC,wntr_day,2045,0.00
CA,PAC,wntr_day,2050,0.00
CA,PAC,wntr_day,2075,0.00
CA,PAC,wntr_mrnevn,2010,0.00
CA,PAC,wntr_mrnevn,2015,0.00
CA,PAC,wntr_mrnevn,2020,0.00
CA,PAC,wntr_mrnevn,2025,0.00
CA,PAC,wntr_mrnevn,2030,2.19
CA,PAC,wntr_mrnevn,2035,1.14
CA,PAC,wntr_mrnevn,2040,4.17
CA,PAC,wntr_mrnevn,2045,1.72
CA,PAC,wntr_mrnevn,2050,0.00
CA,PAC,wntr_mrnevn,2075,0.00
CA,PAC,wntr_night,2010,0.00
CA,PAC,wntr_night,2015,0.00
CA,PAC,wntr_night,2020,0.00
CA,PAC,wntr_night,2025,0.00
CA,PAC,wntr_night,2030,0.76
CA,PAC,wntr_night,2035,2.40
CA,PAC,wntr_night,2040,2.30
CA,PAC,wntr_night,2045,1.42
CA,PAC,wntr_night,2050,2.20
CA,PAC,wntr_night,2075,2.41
CA,PAC,peak,2010,0.00
CA,PAC,peak,2015,0.00
CA,PAC,peak,2020,0.00
CA,PAC,peak,2025,0.00
CA,PAC,peak,2030,0.00
CA,PAC,peak,2035,0.26
CA,PAC,peak,2040,0.46
CA,PAC,peak,2045,0.14
CA,PAC,peak,2050,0.00
CA,PAC,peak,2075,0.00
PAC,NEG,sum_day,2010,0.00
PAC,NEG,sum_day,2015,0.00
PAC,NEG,sum_day,2020,0.00
PAC,NEG,sum_day,2025,0.00
PAC,NEG,sum_day,2030,0.00
PAC,NEG,sum_day,2035,0.00
PAC,NEG,sum_day,2040,0.00
PAC,NEG,sum_day,2045,0.00
PAC,NEG,sum_day,2050,0.00
PAC,NEG,sum_day,2075,0.00
PAC,NEG,sum_mrnevn,2010,0.00
PAC,NEG,sum_mrnevn,2015,0.00
PAC,NEG,sum_mrnevn,2020,0.00
PAC,NEG,sum_mrnevn,2025,0.00
PAC,NEG,sum_mrnevn,2030,0.00
PAC,NEG,sum_mrnevn,2035,0.00
PAC,NEG,sum_mrnevn,2040,0.00
PAC,NEG,sum_mrnevn,2045,0.00
PAC,NEG,sum_mrnevn,2050,0.00
PAC,NEG,sum_mrnevn,2075,0.00
PAC,NEG,sum_night,2010,0.00
PAC,NEG,sum_night,2015,0.00
PAC,NEG,sum_night,2020,0.00
PAC,NEG,sum_night,2025,0.00
PAC,NEG,sum_night,2030,0.00
PAC,NEG,sum_night,2035,0.00
PAC,NEG,sum_night,2040,0.00
PAC,NEG,sum_night,2045,0.00
PAC,NEG,sum_night,2050,0.00
PAC,NEG,sum_night,2075,0.00
PAC,NEG,sprfl_day,2010,0.00
PAC,NEG,sprfl_day,2015,0.00
PAC,NEG,sprfl_day,2020,0.00
PAC,NEG,sprfl_day,2025,0.00
PAC,NEG,sprfl_day,2030,0.00
PAC,NEG,sprfl_day,2035,0.00
PAC,NEG,sprfl_day,2040,0.00
PAC,NEG,sprfl_day,2045,0.00
PAC,NEG,sprfl_day,2050,0.00
PAC,NEG,sprfl_day,2075,0.00
PAC,NEG,sprfl_mrnevn,2010,0.00
PAC,NEG,sprfl_mrnevn,2015,0.00
PAC,NEG,sprfl_mrnevn,2020,0.00
PAC,NEG,sprfl_mrnevn,2025,0.00
PAC,NEG,sprfl_mrnevn,2030,0.00
PAC,NEG,sprfl_mrnevn,2035,0.00
PAC,NEG,sprfl_mrnevn,2040,0.00
PAC,NEG,sprfl_mrnevn,2045,0.00
PAC,NEG,sprfl_mrnevn,2050,0.00
PAC,NEG,sprfl_mrnevn,2075,0.00
PAC,NEG,sprfl_night,2010,0.00
PAC,NEG,sprfl_night,2015,0.00
PAC,NEG,sprfl_night,2020,0.00
PAC,NEG,sprfl_night,2025,0.00
PAC,NEG,sprfl_night,2030,0.00
PAC,NEG,sprfl_night,2035,0.00
PAC,NEG,sprfl_night,2040,0.00
PAC,NEG,sprfl_night,2045,0.00
PAC,NEG,sprfl_night,2050,0.00
PAC,NEG,sprfl_night,2075,0.00
PAC,NEG,wntr_day,2010,0.00
PAC,NEG,wntr_day,2015,0.00
PAC,NEG,wntr_day,2020,0.00
PAC,NEG,wntr_day,2025,0.00
PAC,NEG,wntr_day,2030,0.00
PAC,NEG,wntr_day,2035,0.00
PAC,NEG,wntr_day,2040,0.00
PAC,NEG,wntr_day,2045,0.00
PAC,NEG,wntr_day,2050,0.00
PAC,NEG,wntr_day,2075,0.00
PAC,NEG,wntr_mrnevn,2010,0.00
PAC,NEG,wntr_mrnevn,2015,0.00
PAC,NEG,wntr_mrnevn,2020,0.00
PAC,NEG,wntr_mrnevn,2025,0.00
PAC,NEG,wntr_mrnevn,2030,0.00
PAC,NEG,wntr_mrnevn,2035,0.00
PAC,NEG,wntr_mrnevn,2040,0.00
PAC,NEG,wntr_mrnevn,2045,0.00
PAC,NEG,wntr_mrnevn,2050,0.00
PAC,NEG,wntr_mrnevn,2075,0.00
PAC,NEG,wntr_night,2010,0.00
PAC,NEG,wntr_night,2015,0.00
PAC,NEG,wntr_night,2020,0.00
PAC,NEG,wntr_night,2025,0.00
PAC,NEG,wntr_night,2030,0.00
PAC,NEG,wntr_night,2035,0.00
PAC,NEG,wntr_night,2040,0.00
PAC,NEG,wntr_night,2045,0.00
PAC,NEG,wntr_night,2050,0.00
PAC,NEG,wntr_night,2075,0.00
PAC,NEG,peak,2010,0.00
PAC,NEG,peak,2015,0.00
PAC,NEG,peak,2020,0.00
PAC,NEG,peak,2025,0.00
PAC,NEG,peak,2030,0.00
PAC,NEG,peak,2035,0.00
PAC,NEG,peak,2040,0.00
PAC,NEG,peak,2045,0.00
PAC,NEG,peak,2050,0.00
PAC,NEG,peak,2075,0.00
PAC,NY,sum_day,2010,0.00
PAC,NY,sum_day,2015,0.00
PAC,NY,sum_day,2020,0.00
PAC,NY,sum_day,2025,0.00
PAC,NY,sum_day,2030,0.00
PAC,NY,sum_day,2035,0.00
PAC,NY,sum_day,2040,0.00
PAC,NY,sum_day,2045,0.00
PAC,NY,sum_day,2050,0.00
PAC,NY,sum_day,2075,0.00
PAC,NY,sum_mrnevn,2010,0.00
PAC,NY,sum_mrnevn,2015,0.00
PAC,NY,sum_mrnevn,2020,0.00
PAC,NY,sum_mrnevn,2025,0.00
PAC,NY,sum_mrnevn,2030,0.00
PAC,NY,sum_mrnevn,2035,0.00
PAC,NY,sum_mrnevn,2040,0.00
PAC,NY,sum_mrnevn,2045,0.00
PAC,NY,sum_mrnevn,2050,0.00
PAC,NY,sum_mrnevn,2075,0.00
