region,unit,vintage,time,value
TX,geo_N_1,2020,2020,0.00
TX,geo_N_2,2020,2020,0.00
TX,geo_N_3,2020,2020,0.00
TX,geo_N_4,2020,2020,0.00
TX,geo_N_5,2020,2020,0.00
TX,geo_N_6,2020,2020,0.00
TX,geo_N_7,2020,2020,0.00
TX,geo_N_8,2020,2020,0.00
TX,geo_N_9,2020,2020,0.00
TX,geo_N_10,2020,2020,0.00
TX,wnd_Nonsh_3,2020,2020,0.00
TX,wnd_Nonsh_4,2020,2020,0.00
TX,wnd_Nonsh_5,2020,2020,0.00
TX,wnd_Nonsh_6,2020,2020,0.00
TX,wnd_Nonsh_7,2020,2020,0.00
TX,wnd_Nshal_3,2020,2020,0.00
TX,wnd_Nshal_4,2020,2020,0.00
TX,wnd_Nshal_5,2020,2020,0.00
TX,wnd_Nshal_6,2020,2020,0.00
TX,wnd_Nshal_7,2020,2020,0.00
TX,wnd_Ndeep_3,2020,2020,0.00
TX,wnd_Ndeep_4,2020,2020,0.00
TX,wnd_Ndeep_5,2020,2020,0.00
TX,wnd_Ndeep_6,2020,2020,0.00
TX,wnd_Ndeep_7,2020,2020,0.00
WSC,nuc_X,2020,2020,4.08
WSC,hyd_X,2020,2020,2.33
WSC,geo_X,2020,2020,0.00
WSC,bio_X,2020,2020,0.93
WSC,lfg_X,2020,2020,0.00
WSC,msw_X,2020,2020,0.63
WSC,slr_X,2020,2020,0.14
WSC,wnd_X,2020,2020,8.17
WSC,oth_X,2020,2020,0.17
WSC,ps_X,2020,2020,0.00
WSC,col_N,2020,2020,0.00
WSC,col_Nccs,2020,2020,0.00
WSC,ngcc_N,2020,2020,0.00
WSC,ngcc_Nccs,2020,2020,0.00
WSC,ngtb_N,2020,2020,0.00
WSC,nuc_N,2020,2020,0.00
WSC,bio_N,2020,2020,0.00
WSC,fc_N,2020,2020,0.00
WSC,slrPV_N,2020,2020,0.00
WSC,slrCSP_N,2020,2020,0.00
WSC,col_X1,2020,2020,4.58
WSC,col_X2,2020,2020,18.01
WSC,col_X3,2020,2020,6.17
WSC,col_X1bio,2020,2020,0.00
WSC,col_X2bio,2020,2020,0.00
WSC,col_X3bio,2020,2020,0.00
WSC,col_X1ccs,2020,2020,0.00
WSC,col_X2ccs,2020,2020,0.00
WSC,col_X3ccs,2020,2020,0.00
WSC,ngcc_X1,2020,2020,23.46
WSC,ngcc_X2,2020,2020,0.00
WSC,ngcc_X3,2020,2020,0.00
WSC,ngtb_X1,2020,2020,2.37
WSC,ngtb_X2,2020,2020,2.38
WSC,ngtb_X3,2020,2020,1.50
WSC,stog_X1,2020,2020,0.03
WSC,stog_X2,2020,2020,0.26
WSC,stog_X3,2020,2020,0.00
WSC,lfg_N_hi,2020,2020,0.00
WSC,lfg_N_lo,2020,2020,0.00
WSC,lfg_N_vl,2020,2020,0.00
WSC,geo_N_1,2020,2020,0.00
WSC,geo_N_2,2020,2020,0.00
WSC,geo_N_3,2020,2020,0.00
WSC,geo_N_4,2020,2020,0.00
WSC,geo_N_5,2020,2020,0.00
WSC,geo_N_6,2020,2020,0.00
WSC,geo_N_7,2020,2020,0.00
WSC,geo_N_8,2020,2020,0.00
WSC,geo_N_9,2020,2020,0.00
WSC,geo_N_10,2020,2020,0.00
WSC,wnd_Nonsh_3,2020,2020,0.00
WSC,wnd_Nonsh_4,2020,2020,0.00
WSC,wnd_Nonsh_5,2020,2020,0.00
WSC,wnd_Nonsh_6,2020,2020,0.00
WSC,wnd_Nonsh_7,2020,2020,0.00
